Date,length.cm,species
10/12/09,9,SeaBass
10/12/09,9.5,SeaBass
10/12/09,9.5,SeaBass
10/12/09,9.5,SeaBass
10/12/09,9.5,SeaBass
10/12/09,9.5,SeaBass
10/12/09,9.5,SeaBass
10/12/09,9.5,SeaBass
10/12/09,10,SeaBass
10/12/09,10,SeaBass
10/12/09,10,SeaBass
10/12/09,10.5,SeaBass
10/12/09,10.5,SeaBass
10/12/09,11,SeaBass
16/12/09,6.5,SeaBass
16/12/09,7,SeaBass
16/12/09,7,SeaBass
16/12/09,7.5,SeaBass
16/12/09,7.5,SeaBass
16/12/09,7.5,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8,SeaBass
16/12/09,8.5,SeaBass
16/12/09,8.5,SeaBass
16/12/09,8.5,SeaBass
16/12/09,8.5,SeaBass
16/12/09,8.5,SeaBass
16/12/09,8.5,SeaBass
16/12/09,8.5,SeaBass
16/12/09,8.5,SeaBass
16/12/09,9,SeaBass
16/12/09,9,SeaBass
16/12/09,9,SeaBass
16/12/09,9,SeaBass
16/12/09,9,SeaBass
16/12/09,9,SeaBass
16/12/09,9,SeaBass
16/12/09,9.5,SeaBass
16/12/09,9.5,SeaBass
16/12/09,9.5,SeaBass
16/12/09,9.5,SeaBass
16/12/09,9.5,SeaBass
16/12/09,9.5,SeaBass
16/12/09,10,SeaBass
16/12/09,10,SeaBass
16/12/09,10.5,SeaBass
16/12/09,26,SeaBass
06/01/10,6,SeaBass
06/01/10,6,SeaBass
06/01/10,6,SeaBass
06/01/10,6,SeaBass
06/01/10,6.5,SeaBass
06/01/10,6.5,SeaBass
06/01/10,6.5,SeaBass
06/01/10,6.5,SeaBass
06/01/10,6.5,SeaBass
06/01/10,6.5,SeaBass
06/01/10,6.5,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,7.5,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,8.5,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,9.5,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10,SeaBass
06/01/10,10.5,SeaBass
06/01/10,10.5,SeaBass
06/01/10,10.5,SeaBass
06/01/10,10.5,SeaBass
06/01/10,10.5,SeaBass
06/01/10,10.5,SeaBass
06/01/10,10.5,SeaBass
06/01/10,10.5,SeaBass
06/01/10,11,SeaBass
06/01/10,11,SeaBass
06/01/10,11,SeaBass
06/01/10,11,SeaBass
06/01/10,11.5,SeaBass
06/01/10,11.5,SeaBass
06/01/10,12,SeaBass
06/01/10,12.5,SeaBass
06/01/10,17,SeaBass
06/01/10,17.5,SeaBass
06/01/10,17.5,SeaBass
06/01/10,19,SeaBass
06/01/10,19,SeaBass
06/01/10,19.5,SeaBass
06/01/10,20,SeaBass
06/01/10,20,SeaBass
06/01/10,21.5,SeaBass
06/01/10,21.5,SeaBass
06/01/10,22,SeaBass
06/01/10,22,SeaBass
06/01/10,22,SeaBass
06/01/10,22,SeaBass
06/01/10,23,SeaBass
06/01/10,23,SeaBass
06/01/10,23,SeaBass
06/01/10,23,SeaBass
06/01/10,24,SeaBass
06/01/10,24.5,SeaBass
06/01/10,25,SeaBass
06/01/10,25,SeaBass
06/01/10,25,SeaBass
06/01/10,26,SeaBass
06/01/10,31.5,SeaBass
06/01/10,33,SeaBass
06/01/10,37,SeaBass
06/01/10,39.5,SeaBass
06/01/10,44.5,SeaBass
27/01/10,6.5,SeaBass
27/01/10,6.5,SeaBass
27/01/10,6.5,SeaBass
27/01/10,6.5,SeaBass
27/01/10,7,SeaBass
27/01/10,7,SeaBass
27/01/10,7,SeaBass
27/01/10,7,SeaBass
27/01/10,7.5,SeaBass
27/01/10,7.5,SeaBass
27/01/10,7.5,SeaBass
27/01/10,7.5,SeaBass
27/01/10,7.5,SeaBass
27/01/10,7.5,SeaBass
27/01/10,7.5,SeaBass
27/01/10,7.5,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,8.5,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,9.5,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10,SeaBass
27/01/10,10.5,SeaBass
27/01/10,10.5,SeaBass
27/01/10,10.5,SeaBass
27/01/10,10.5,SeaBass
27/01/10,10.5,SeaBass
27/01/10,10.5,SeaBass
27/01/10,11,SeaBass
27/01/10,11,SeaBass
27/01/10,11,SeaBass
27/01/10,11.5,SeaBass
27/01/10,11.5,SeaBass
27/01/10,15,SeaBass
27/01/10,16,SeaBass
27/01/10,16.5,SeaBass
27/01/10,16.5,SeaBass
27/01/10,17,SeaBass
27/01/10,17,SeaBass
27/01/10,17,SeaBass
27/01/10,17.5,SeaBass
27/01/10,17.5,SeaBass
27/01/10,18,SeaBass
27/01/10,19,SeaBass
27/01/10,21,SeaBass
27/01/10,21,SeaBass
27/01/10,21.5,SeaBass
27/01/10,22.5,SeaBass
27/01/10,22.5,SeaBass
27/01/10,23,SeaBass
27/01/10,23,SeaBass
27/01/10,25,SeaBass
27/01/10,25.5,SeaBass
27/01/10,26,SeaBass
27/01/10,26,SeaBass
03/02/10,7.5,SeaBass
03/02/10,7.5,SeaBass
03/02/10,8,SeaBass
03/02/10,8,SeaBass
03/02/10,8,SeaBass
03/02/10,8,SeaBass
03/02/10,8,SeaBass
03/02/10,8,SeaBass
03/02/10,8,SeaBass
03/02/10,8.5,SeaBass
03/02/10,8.5,SeaBass
03/02/10,8.5,SeaBass
03/02/10,8.5,SeaBass
03/02/10,9,SeaBass
03/02/10,9,SeaBass
03/02/10,9,SeaBass
03/02/10,9,SeaBass
03/02/10,9,SeaBass
03/02/10,9,SeaBass
03/02/10,9.5,SeaBass
03/02/10,9.5,SeaBass
03/02/10,9.5,SeaBass
03/02/10,10,SeaBass
03/02/10,10,SeaBass
03/02/10,10,SeaBass
03/02/10,10,SeaBass
03/02/10,10,SeaBass
03/02/10,10.5,SeaBass
03/02/10,11,SeaBass
03/02/10,18.5,SeaBass
03/02/10,21,SeaBass
03/02/10,24,SeaBass
10/02/10,5.5,SeaBass
10/02/10,6.5,SeaBass
10/02/10,7,SeaBass
10/02/10,7,SeaBass
10/02/10,7,SeaBass
10/02/10,7,SeaBass
10/02/10,7,SeaBass
10/02/10,7,SeaBass
10/02/10,7.5,SeaBass
10/02/10,7.5,SeaBass
10/02/10,7.5,SeaBass
10/02/10,7.5,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,8.5,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,9.5,SeaBass
10/02/10,10,SeaBass
10/02/10,10,SeaBass
10/02/10,10,SeaBass
10/02/10,10,SeaBass
10/02/10,10.5,SeaBass
10/02/10,10.5,SeaBass
10/02/10,10.5,SeaBass
10/02/10,10.5,SeaBass
10/02/10,10.5,SeaBass
10/02/10,10.5,SeaBass
10/02/10,11,SeaBass
10/02/10,15.5,SeaBass
10/02/10,15.5,SeaBass
10/02/10,16,SeaBass
10/02/10,17,SeaBass
10/02/10,17.5,SeaBass
10/02/10,18.5,SeaBass
10/02/10,18.5,SeaBass
10/02/10,19,SeaBass
10/02/10,19.5,SeaBass
10/02/10,21,SeaBass
10/02/10,21,SeaBass
10/02/10,22,SeaBass
10/02/10,22.5,SeaBass
10/02/10,23,SeaBass
10/02/10,23.5,SeaBass
10/02/10,25.5,SeaBass
10/02/10,26,SeaBass
17/02/10,7,SeaBass
17/02/10,7.5,SeaBass
17/02/10,7.5,SeaBass
17/02/10,7.5,SeaBass
17/02/10,7.5,SeaBass
17/02/10,7.5,SeaBass
17/02/10,7.5,SeaBass
17/02/10,7.5,SeaBass
17/02/10,7.5,SeaBass
17/02/10,8,SeaBass
17/02/10,8,SeaBass
17/02/10,8,SeaBass
17/02/10,8,SeaBass
17/02/10,8,SeaBass
17/02/10,8,SeaBass
17/02/10,8,SeaBass
17/02/10,8.5,SeaBass
17/02/10,8.5,SeaBass
17/02/10,8.5,SeaBass
17/02/10,8.5,SeaBass
17/02/10,8.5,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,9.5,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10,SeaBass
17/02/10,10.5,SeaBass
17/02/10,10.5,SeaBass
17/02/10,10.5,SeaBass
17/02/10,10.5,SeaBass
17/02/10,10.5,SeaBass
17/02/10,11,SeaBass
17/02/10,11,SeaBass
17/02/10,12,SeaBass
17/02/10,16.5,SeaBass
17/02/10,16.5,SeaBass
17/02/10,16.5,SeaBass
17/02/10,17,SeaBass
17/02/10,17,SeaBass
17/02/10,17,SeaBass
17/02/10,17.5,SeaBass
17/02/10,18,SeaBass
17/02/10,18,SeaBass
17/02/10,18.5,SeaBass
17/02/10,19,SeaBass
17/02/10,20,SeaBass
17/02/10,21,SeaBass
17/02/10,22,SeaBass
17/02/10,22.5,SeaBass
17/02/10,23.5,SeaBass
17/02/10,24,SeaBass
17/02/10,32.5,SeaBass
17/02/10,41,SeaBass
24/02/10,7.5,SeaBass
24/02/10,8.5,SeaBass
24/02/10,8.5,SeaBass
24/02/10,8.5,SeaBass
24/02/10,8.5,SeaBass
24/02/10,8.5,SeaBass
24/02/10,9,SeaBass
24/02/10,9,SeaBass
24/02/10,9,SeaBass
24/02/10,9,SeaBass
24/02/10,9,SeaBass
24/02/10,9,SeaBass
24/02/10,9.5,SeaBass
24/02/10,9.5,SeaBass
24/02/10,9.5,SeaBass
24/02/10,9.5,SeaBass
24/02/10,9.5,SeaBass
24/02/10,10,SeaBass
24/02/10,10,SeaBass
24/02/10,10.5,SeaBass
24/02/10,16,SeaBass
24/02/10,18,SeaBass
24/02/10,21,SeaBass
24/02/10,21.5,SeaBass
24/02/10,22.5,SeaBass
24/02/10,23.5,SeaBass
24/02/10,28,SeaBass
03/03/10,7.5,SeaBass
03/03/10,7.5,SeaBass
03/03/10,7.5,SeaBass
03/03/10,8,SeaBass
03/03/10,8,SeaBass
03/03/10,8,SeaBass
03/03/10,8.5,SeaBass
03/03/10,8.5,SeaBass
03/03/10,8.5,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9,SeaBass
03/03/10,9.5,SeaBass
03/03/10,9.5,SeaBass
03/03/10,9.5,SeaBass
03/03/10,9.5,SeaBass
03/03/10,9.5,SeaBass
03/03/10,9.5,SeaBass
03/03/10,10,SeaBass
03/03/10,10,SeaBass
03/03/10,10,SeaBass
03/03/10,10,SeaBass
03/03/10,10,SeaBass
03/03/10,10,SeaBass
03/03/10,10,SeaBass
03/03/10,10.5,SeaBass
03/03/10,17.5,SeaBass
17/03/10,7,SeaBass
17/03/10,7.5,SeaBass
17/03/10,7.5,SeaBass
17/03/10,7.5,SeaBass
17/03/10,8,SeaBass
17/03/10,8,SeaBass
17/03/10,8.5,SeaBass
17/03/10,8.5,SeaBass
17/03/10,8.5,SeaBass
17/03/10,8.5,SeaBass
17/03/10,8.5,SeaBass
17/03/10,8.5,SeaBass
17/03/10,8.5,SeaBass
17/03/10,9,SeaBass
17/03/10,9,SeaBass
17/03/10,9,SeaBass
17/03/10,9,SeaBass
17/03/10,9,SeaBass
17/03/10,9,SeaBass
17/03/10,9,SeaBass
17/03/10,9,SeaBass
17/03/10,9.5,SeaBass
17/03/10,9.5,SeaBass
17/03/10,9.5,SeaBass
17/03/10,9.5,SeaBass
17/03/10,10,SeaBass
17/03/10,10,SeaBass
17/03/10,10,SeaBass
17/03/10,10,SeaBass
17/03/10,10,SeaBass
17/03/10,10,SeaBass
17/03/10,10,SeaBass
17/03/10,10,SeaBass
17/03/10,11,SeaBass
17/03/10,17,SeaBass
17/03/10,20,SeaBass
17/03/10,22,SeaBass
17/03/10,24.5,SeaBass
24/03/10,7,SeaBass
24/03/10,7.5,SeaBass
24/03/10,7.5,SeaBass
24/03/10,8,SeaBass
24/03/10,8.5,SeaBass
24/03/10,8.5,SeaBass
24/03/10,8.5,SeaBass
24/03/10,8.5,SeaBass
24/03/10,9,SeaBass
24/03/10,9,SeaBass
24/03/10,9,SeaBass
24/03/10,9,SeaBass
24/03/10,9,SeaBass
24/03/10,9,SeaBass
24/03/10,9.5,SeaBass
24/03/10,9.5,SeaBass
24/03/10,9.5,SeaBass
24/03/10,9.5,SeaBass
24/03/10,9.5,SeaBass
24/03/10,10,SeaBass
24/03/10,10,SeaBass
24/03/10,10,SeaBass
24/03/10,10,SeaBass
24/03/10,10.5,SeaBass
24/03/10,11,SeaBass
31/03/10,7.5,SeaBass
31/03/10,7.5,SeaBass
31/03/10,8.5,SeaBass
31/03/10,8.5,SeaBass
31/03/10,8.5,SeaBass
31/03/10,8.5,SeaBass
31/03/10,9,SeaBass
31/03/10,9,SeaBass
31/03/10,9,SeaBass
31/03/10,9,SeaBass
31/03/10,9,SeaBass
31/03/10,9,SeaBass
31/03/10,9.5,SeaBass
31/03/10,9.5,SeaBass
31/03/10,9.5,SeaBass
31/03/10,9.5,SeaBass
31/03/10,9.5,SeaBass
31/03/10,9.5,SeaBass
31/03/10,9.5,SeaBass
31/03/10,10,SeaBass
31/03/10,10.5,SeaBass
31/03/10,10.5,SeaBass
31/03/10,10.5,SeaBass
07/04/10,6.5,SeaBass
07/04/10,7.5,SeaBass
07/04/10,7.5,SeaBass
07/04/10,7.5,SeaBass
07/04/10,7.5,SeaBass
07/04/10,8,SeaBass
07/04/10,8,SeaBass
07/04/10,8,SeaBass
07/04/10,8,SeaBass
07/04/10,8.5,SeaBass
07/04/10,8.5,SeaBass
07/04/10,8.5,SeaBass
07/04/10,8.5,SeaBass
07/04/10,8.5,SeaBass
07/04/10,8.5,SeaBass
07/04/10,8.5,SeaBass
07/04/10,8.5,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,9.5,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10,SeaBass
07/04/10,10.5,SeaBass
07/04/10,10.5,SeaBass
07/04/10,10.5,SeaBass
07/04/10,10.5,SeaBass
07/04/10,11,SeaBass
07/04/10,11.5,SeaBass
07/04/10,16.5,SeaBass
14/04/10,7,SeaBass
14/04/10,7.5,SeaBass
14/04/10,8,SeaBass
14/04/10,8,SeaBass
14/04/10,8,SeaBass
14/04/10,8,SeaBass
14/04/10,8.5,SeaBass
14/04/10,8.5,SeaBass
14/04/10,8.5,SeaBass
14/04/10,8.5,SeaBass
14/04/10,8.5,SeaBass
14/04/10,8.5,SeaBass
14/04/10,9,SeaBass
14/04/10,9,SeaBass
14/04/10,9,SeaBass
14/04/10,9,SeaBass
14/04/10,9,SeaBass
14/04/10,9,SeaBass
14/04/10,9.5,SeaBass
14/04/10,9.5,SeaBass
14/04/10,9.5,SeaBass
14/04/10,9.5,SeaBass
14/04/10,9.5,SeaBass
14/04/10,9.5,SeaBass
14/04/10,9.5,SeaBass
14/04/10,10,SeaBass
14/04/10,10.5,SeaBass
14/04/10,10.5,SeaBass
14/04/10,10.5,SeaBass
14/04/10,10.5,SeaBass
14/04/10,10.5,SeaBass
14/04/10,10.5,SeaBass
14/04/10,11,SeaBass
14/04/10,11,SeaBass
14/04/10,11.5,SeaBass
20/04/10,7,SeaBass
20/04/10,7.5,SeaBass
20/04/10,8,SeaBass
20/04/10,8,SeaBass
20/04/10,8,SeaBass
20/04/10,8,SeaBass
20/04/10,8.5,SeaBass
20/04/10,8.5,SeaBass
20/04/10,8.5,SeaBass
